Catalog Name,School/College Name,Department Name,Entity Name,Course Type,Prefix,Code,Name,SCNS Discipline Number,CIP,Credits:,Lecture:,Laboratory:,Lab Code,Experiential:,Prerequisites: (Rendered no HTML),Co-requisite: (Rendered no HTML),Course Description: (Rendered no HTML),General Education Requirements,Gordon Rule,Gordon Rule Writing,Honors Course?,Textbook (Rendered no HTML),Instructional Materials (Rendered no HTML),Course Objectives (Rendered no HTML),Learning Outcomes (Rendered no HTML),Course Outline (Rendered no HTML),Instructional Methods (Rendered no HTML),Physical Inventory of Equipment for Practical Experience (lab equipment) (Rendered no HTML),Resources and Reference Materials (Rendered no HTML),Primary Term(s) Offered:,Rotation Year,Is Active,Degree Program Usage
2021-2022 Undergraduate Academic Catalog and Student Handbook,Florida Polytechnic University,Data Science and Business Analytics,Data Science and Business Analytics,Transportation and Logistics,TRA,4946C,Science & Technology Capstone 2,TRANSPORTATION AND LOGISTICS  -  088,52.0203,3,2,1,Combined,0,TRA 4945C Science & Technology Capstone 1     ,,Students incorporate the major concepts presented during the first three years of study in the Science & Technology Management Program through application of a special project. The course will assess the student's understanding of major concepts in logistics and supply chain management. This course is part two of a two part sequence with TRA 4945C - Science & Technology Capstone 1   . ,No,No,No,No,Guide to Project Management Body of Knowledge (Project Mgmt Inst) (5th ED) (2013) by Project Management Institute ISBN: 9781935589679 ,"Textbook(s), Industry Journals / News Sources, PowerPoint Presentations ","Upon completion of this course students should know how to utilize methods of project management to solve a logistics and/or supply chain management problem. 

  

Students will complete the testing and implementation of a plan which is based on curriculum core concepts that address the complexities and fundamentals associated with solving a specific problem which was begun in the course TRA 4945C. 

  

This course is designed to assess students' abilities to apply the concepts, terminologies, foundations and principles practiced during their academic career, and to enforce good development techniques that are assumed to have been already learned. 

  

Students will be required to demonstrate competence in broad based fundamentals and be given specific project deliverables to the project sponsor(s) which are designed to apply the academic material to actual practice. ","  


	To develop problem-solving skills for product solution development 
	To participate on a team to accomplish a common goal 
	To analyze, identify , and define the technology requirements appropriate to the solution of a problem 
	To provide evidence of the student's ability to use current techniques, skills, and tools necessary  to solve a problem 
	To gain experience in communicating with both internal and external project stakeholders 
	To gain experience working with and presenting to members of industry and project sponsor(s) 
	To complete the project assigned (during TRA 4945C) from design development and testing (middle point) so that the project may be seamlessly finalized. 
 ","  


	
	Begin Work upon Design Development 
	 
	
	Continue Work upon Design Development 
	 
	
	Complete Project Design Development 
	 
	
	Begin Work upon Design Testing 
	 
	
	Continue Work upon Design Testing 
	 
	
	Complete Work upon Design Testing 
	 
	
	Combine Design Development&nbsp; & Testing Report (DDT) into a Single Document with One Page Summary 
	 
	
	DDT Reviews In-Class 
	 
	
	Prepare DDT PowerPoint Presentation 
	 
	
	Team Project DDT Presentations with Sponsor      
	 
	
	Sponsor Recommendation Reviews 
	 
	
	Combine RFP, PDR, PCR, DDT, and Conclusions/Recommendations into a single Document Final Report 
	 
	
	Begin Work upon Final Report (FR) 
	 
	
	Continue Work upon Final Report (FR) 
	 
	
	Complete Work upon Final Report (FR) 
	 
	
	Final Report (FR) Reviews In-Class 
	 
	
	Prepare FR PowerPoint Presentation 
	 
	
	Team Project FR Presentations with Sponsor     
	 
 ","Lecture and Lab, Sponsor/Stakeholder Meetings, Textbook(s), PowerPoint Presentations, and Team Project Coaching ",,"Textbook(s), Industry Journals / News Sources, PowerPoint Presentations ",,,0,
2021-2022 Undergraduate Academic Catalog and Student Handbook,Florida Polytechnic University,Data Science and Business Analytics,Data Science and Business Analytics,Accounting,ACG,2020,Accounting for Managers,ACCOUNTING  -  165,52.0301,3,3,0,No,0,None ,,"This course is designed to enable the student to understand and apply the fundamental concepts and procedures of both financial and managerial accounting. Topics include basic accounting terminology, financial statement analysis and interpretation, internal control, cost behavior, cost-volume-profit analysis, budgeting, and the use of accounting data in making informed, ethical decisions.. ",No,No,No,No,FINANCIAL & MANAGERIAL ACCOUNTING Information for Decisions (McGraw-Hill) (6th ED) (2016) by Wild ISBN: 9780078025761 ,"Textbook(s), Industry Journals / News Sources, PowerPoint Presentations ","
	To teach students the fundamentals and application of accounting theory, standards, principles and procedures to practical accounting problems and business information reliability 
	To familiarize students with how accounting information is collected and how analytical tools are applied to planning, budgeting, control and decision making in business management. 
 ","
	
		
			
			
				Accounting information contained in basic financial statements 
			 
			 
		 
		
			
			
				Business transactions definition, analysis and recording 
			 
			 
		 
		
			
			
				Preparation of basic financial statements in accordance with GAAP 
			 
			 
		 
		
			
			
				Common relationships contained in financial statements used for financial analysis 
			 
			 
		 
		
			
			
				Preparation of a basic Income Statement for a manufacturing firm 
			 
			 
		 
		
			
			
				Determination of product costs using job-costing and activity-based costing 
			 
			 
		 
		
			
			
				Application of accounting techniques like CVP analysis to decision making 
			 
			 
		 
	 
 ","  


	Financial Statements 
	Transaction Analysis 
	Accrual Accounting & Income 
	Short-Term Investments & Receivables 
	Inventory & Cost of Goods Sold 
	Plant Assets, Natural Resources, & Intangibles 
	EXAM 1 
	Long-Term Investments & Time Value of Money 
	Liabilities 
	Stockholder's Equity 
	Statement of Cash Flows 
	Job Costing & Activity-Based Costing 
	Lean Production 
	EXAM 2 
	Cost-Volume-Profit Analysis 
	Short-Term Business Decisions 
	Master Budget 
	Performance Evaluations 
	Standard Costs & Variances 
	Capital Investment Decisions 
	EXAM 3 
	Accounting Final Paper Topic & Outline 
	Accounting Final Paper Preparation 
	Accounting Final Paper Presentation Preparation 
	Accounting Final Paper Presentations 
	FINAL EXAM   
 ","Lecture, Textbook(s), PowerPoint Presentations ",,"Textbook(s), Industry Journals / News Sources, PowerPoint Presentations ",,,1,"Bachelor of Science, Business Analytics (Program Description),Bachelor of Science, Business Analytics (Plan of Study)"
2021-2022 Undergraduate Academic Catalog and Student Handbook,Division of Graduate Studies,Graduate Programs,Graduate Programs,American History,AMH,2930,Special Topics,HISTORY  -  037,54.0102,1-3,1-3,0,No,0,None ,,Selected topics in the history of the United States. Topic will be determined by the instructor. This course meets communication/writing-intensive requirements (W). ,Yes,Yes,Yes,No,,,"
	Introduce the major themes in the history of American popular culture. 
	Analyze the race, ethnic, class, and gender conflicts underlying efforts to reform popular culture throughout American history. 
	Identify the dominant social values inscribed in popular culture forms. 
	Understand the ways in which minority groups have utilized popular culture to express alternative social values. 
	Understand the political economy of American popular culture across various mediums. 
	Analyze the role of technology in producing opportunities for cultural expression. 
 ","
	
		
			
			
				Describe and analyze historical patterns within American history 
			 
			 
		 
		
			
			
				Construct a coherent argument that explains the social, economic, political, and/or cultural reasons for historical change. 
			 
			 
		 
	 
 ",,,,,,,1,"Additional Florida Requirements,General Education Program,Bachelor of Science, Electrical Engineering (Plan of Study),Bachelor of Science, Mechanical Engineering (Plan of Study),Bachelor of Science, Data Science (Plan of Study),Bachelor of Science, Computer Engineering (Plan of Study),Bachelor of Science, Computer Engineering (Program Description),Bachelor of Science, Computer Science (Program Description),Bachelor of Science, Electrical Engineering (Program Description),Bachelor of Science, Mechanical Engineering (Program Description),Bachelor of Science, Business Analytics (Program Description),Bachelor of Science, Data Science (Program Description),Bachelor of Science, Environmental Engineering (Plan of Study),Applied Liberal Studies,Bachelor of Science, Engineering Physics (Plan of Study),Bachelor of Science, Engineering Physics - Physics of Medicine Track (with Pre-Med Option) (Plan of Study),Bachelor of Science, Engineering Physics - Physics of Space Track (Plan of Study),Bachelor of Science, Applied Ma"
2021-2022 Undergraduate Academic Catalog and Student Handbook,Florida Polytechnic University,Data Science and Business Analytics,Data Science and Business Analytics,Finance,FIN,2001,Introduction to Business Finance,FINANCE  -  131,,3,3,0,No,0,ACG 2020 - Accounting for Managers or ACG 2021 - Principles of Financial Accounting  ,,"This course is an introduction to the principles of business finance. Emphasis is placed on understanding basic finance concepts. The major topics of study include the concept of money, the monetary system, capital markets, time value of money, savings & investment, interest rates, fiscal policies, short-term and long-term financing, and stocks and bonds. ",No,No,No,No,"Introduction to Finance: Markets, Investments, and Financial Management (Wiley & Sons) (14th ED) (2011) by Ronald W. Melicher                                                         ISBN:  978047056107 ",,"Introduce concepts of business finance and to teach students to apply sound financial principles in the decision making process. 

  

Upon completion of this course students should understand basic concepts of business finance, such as: 

· The Financial Environment 

· Money and the Monetary System 

· Federal Reserve System 

· Savings and Investment Process 

· Interest Rates 

· Time Value of Money 

· Bonds and Stocks 

· Securities Markets 

· Financial Return and Risk Concepts 

· Managing Working Capital 

· Short-Term Business Financing 

· Financial Analysis and Long-Term Financial Planning 

· Capital Budgeting Analysis 

· Capital Structure and the Cost of Capital 

  

Students will be able to provide evidence of understanding by completing a final paper and presentation based on a current article regarding a topic which was presented during the course. ","To understand basic financial principles including financial statements and the analysis thereof. 

To understand capital budgeting, risk analysis, working capital, cost of capital, and time value of money 

To understand basic knowledge of stocks, bonds, and the relationship of risk and return. 

To write about and present a concept of business finance in an informative and engaging manner. ",,,,,,,1,"Bachelor of Science, Business Analytics (Program Description),Bachelor of Science, Business Analytics (Plan of Study)"
2021-2022 Undergraduate Academic Catalog and Student Handbook,Florida Polytechnic University,,Florida Polytechnic University,Engineering: Electrical,EEL,4914C,Senior Design 1,ELECTRICAL ENGINEERING  -  029,,3,2,1,Combined,0,"Senior standing, EEE 4510 Digital Signal Processing   , and EEL 4746C Microcomputers   ",,"This is a design course sequence for computer engineering and electrical engineering students with at least senior standing. Teams of students will focus on applying engineering design concepts to problems with realistic constraints. A project proposal, written technical and managerial reports and oral presentations are required. This course meets communication/writing-intensive requirements. ",No,Yes,Yes,No,,Face to Face ,"  


	Gain engineering design experience. 
	Improve communication skills. 
	Utilize project management tools 
	Apply elements of the antecedent curricula in the design of a system or device. 
	Gain teamwork experience. 
	Understand various codes of ethics, and responsibilities. 
 ","  


	
		
			
			#  
			 
			
			After successfully completing the course with a grade of C (2.0/4.0) or better, the student should be able to do the following: 
			 
			
			Learning Level   
			 
			
			ABET Criteria  
			 
		 
		
			
			
				  
			 
			 
			
			
Identify and formulate a complex engineering problem 
			 
			
			5 
			 
			
			1-D 
			 
		 
		
			
			
				  
			 
			 
			
			
Apply engineering design methods and propose solutions 
			 
			
			3 
			 
			
			2-D 
			 
		 
		
			
			
				  
			 
			 
			
			Practice communication effectively with a range of audiences 
			 
			
			5 
			 
			
			3-D 
			 
		 
		
			
			
4. 

			

  
			 
			
			
recognize ethical and professional responsibilities 
			 
			
			1 
			 
			
			4-D 
			 
		 
		
			
			
5. 
			 
			
			Identify issues of public health, safety, and welfare, as well as global, cultural, social, environmental, and economic factors 
			 
			
			1 
			 
			
			2-d 
			 
		 
		
			
			
				6 
			 
			 
			
			
Perform in multidisciplinary teams 
			 
			
			5 
			 
			
			5-D 
			 
		 
		
			
			
				  
			 
			 
			
			
Design experiments, analyze and interpret data 
			 
			
			5 
			 
			
			5-D 
			 
		 
		
			
			
				  
			 
			 
			
			
Apply modern engineering and technological methods 
			 
			
			3 
			 
			
			6-P 
			 
		 
	 
 ","  


	
		
			
			
				Course expectations overview 
				Team work and team management 
				Professional codes and Ethical Responsibility 
				Project definition and specifications 
				Multiple realistic constraints and applicable engineering standards. 
				System Level Design - Technical Approach and Solutions 
				Functional Decomposition and Blocks 
				Simulation and Modeling 
				Critical Design Review 
				Project Management 
			 

			  
			 
		 
	 
 ",Face to Face ,"Labboratory equipemnt for prototype building and testing, and software tools for design verifications ",,,,1,"Bachelor of Science, Computer Engineering (Plan of Study),Bachelor of Science, Electrical Engineering (Program Description),Additional Florida Requirements,Bachelor of Science, Electrical Engineering (Plan of Study),Bachelor of Science, Computer Engineering (Program Description),Bachelor of Science, Cybersecurity Engineering (Program Description),Bachelor of Science, Cybersecurity Engineering (Program Description),Bachelor of Science, Cybersecurity Engineering (Plan of Study)"
2021-2022 Undergraduate Academic Catalog and Student Handbook,Florida Polytechnic University,Electrical and Computer Engineering,Electrical and Computer Engineering,Engineering: Electrical,EEL,4915C,Senior Design 2,ELECTRICAL ENGINEERING  -  029,,3,2,1,Combined,0,EEL 4914C Senior Design 1 with a grade of C or better. ,,Senior computer engineering and electrical engineering students will work in teams to build and test a solution to a real-world design problems. Students will demonstrate the solution they develop for their projects at the end of the course. Written technical and managerial reports and oral presentations are required. This course meets communication/writing-intensive requirements (W). ,No,Yes,Yes,No,,,"
	Have the students plan, specify, design, and implement an electrical and/or computer engineering project. 
	Present the students with a realistic industrial design experience, including a timetable, design reviews, oral presentations, a written final report, and the keeping of a patent-style notebook. 
	Integrate what students have learned in courses and labs into building and testing an engineering design project completed in EEL 4914C. 
 ","
	
		
			
			
				Identify and formulate a complex engineering problem 
			 
			 
		 
		
			
			
				Apply engineering design methods and propose solutions 
			 
			 
		 
		
			
			
				Use effective communication methods 
			 
			 
		 
		
			
			
				Identify ethical, social and economic issues 
			 
			 
		 
		
			
			
				Define multidisciplinary teams 
			 
			 
		 
		
			
			
				Design experiments, analyze and interpret data 
			 
			 
		 
		
			
			
				Apply modern engineering and technological methods 
			 
			 
		 
	 
 ",,,,,,,1,"Bachelor of Science, Computer Engineering (Plan of Study),Bachelor of Science, Electrical Engineering (Program Description),Additional Florida Requirements,Bachelor of Science, Electrical Engineering (Plan of Study),Bachelor of Science, Computer Engineering (Program Description),Bachelor of Science, Cybersecurity Engineering (Program Description),Bachelor of Science, Cybersecurity Engineering (Program Description),Bachelor of Science, Cybersecurity Engineering (Plan of Study)"
2021-2022 Undergraduate Academic Catalog and Student Handbook,Florida Polytechnic University,Data Science and Business Analytics,Data Science and Business Analytics,Finance,FIN,2000,Introduction to Business Finance,FINANCE  -  131,52.0801,3,3,0,No,0,None. ,None. ,"This course is an introduction to the principles of business finance. Emphasis is placed on understanding basic finance concepts. The major topics of study include the concept of money, the monetary system, capital markets, time value of money, savings & investment, interest rates, fiscal policies, short-term and long-term financing, and stocks and bonds. ",No,No,No,No,"Introduction to Finance: Markets, Investments, and Financial Management (Wiley & Sons) (14th ED) (2011) by Ronald W. Melicher ISBN: 978047056107 ","Textbook(s), Industry Journals / News Sources, PowerPoint Presentations ","Introduce concepts of business finance and to teach students to apply sound financial principles in the decision making process. 

  

Upon completion of this course students should understand basic concepts of business finance, such as: 

· The Financial Environment 

· Money and the Monetary System 

· Federal Reserve System 

· Savings and Investment Process 

· Interest Rates 

· Time Value of Money 

· Bonds and Stocks 

· Securities Markets 

· Financial Return and Risk Concepts 

· Managing Working Capital 

· Short-Term Business Financing 

· Financial Analysis and Long-Term Financial Planning 

· Capital Budgeting Analysis 

· Capital Structure and the Cost of Capital 

  

Students will be able to provide evidence of understanding by completing a final paper and presentation based on a current article regarding a topic which was presented during the course. ","  


	To understand basic financial principles including financial statements and the analysis thereof. 
	To understand capital budgeting, risk analysis, working capital, cost of capital, and time value of money 
	To understand basic knowledge of stocks, bonds, and the relationship of risk and return. 
	To write about and present a concept of business finance in an informative and engaging manner 
 ","  


	
	The Financial Environment 
	 
	
	Money and the Monetary System 
	 
	
	Banks and Other Financial Institutions 
	 
	
	Federal Reserve System 
	 
	
	Policy Makers and the Money Supply 
	 
	
	International Finance and Trade 
	 
	
	EXAM 1 
	 
	
	Savings and Investment Process 
	 
	
	Interest Rates 
	 
	
	Time Value of Money 
	 
	
	Bonds and Stocks 
	 
	
	Securities Markets 
	 
	
	Financial Return and Risk Concepts 
	 
	
	EXAM 2 
	 
	
	Business Organizations and Financial Data 
	 
	
	Financial Analysis and Long-Term Financial Planning 
	 
	
	Managing Working Capital 
	 
	
	Short-Term Business Financing 
	 
	
	Capital Budgeting Analysis 
	 
	
	Capital Structure and the Cost of Capital 
	 
	
	EXAM 3 
	 
	
	Finance Final Paper Topic & Outline 
	 
	
	Accounting Final Paper Preparation 
	 
	
	Finance Final Paper Presentation Preparation 
	 
	
	Finance Final Paper Presentations 
	 
	
	FINAL EXAM   
	 
 ","Lecture, Textbook(s), PowerPoint Presentations ",,"Textbook(s), Industry Journals / News Sources, PowerPoint Presentations ",,,1,
2021-2022 Undergraduate Academic Catalog and Student Handbook,Florida Polytechnic University,Electrical and Computer Engineering,Electrical and Computer Engineering,Computer Programming,COP,4934C,Senior Design 1,COMPUTER SCIENCE & COMPUTING TECHNOLOGIES  -  010,,3,2,1,Combined,0,CEN 4010 - Software Engineering  and COP 3710 - Database 1   ,,"This is the first course in a sequence of two courses that are based on supervised team projects. In this course, students will learn and demonstrate teams work, efficient communication, reading standards, software design methodology, performing project feasibility study, and writing proposals. In addition, the course will touch on aspects of intellectual property, professional ethics, and social impact. ",No,No,No,No,,,"1. Ability to design computer applications according to the collected requirements. 

2. Demonstrate an understanding for the professional, ethical, legal, security, and social issues. 

3. Learn the systematic approach for project design and development. 

4. Enhance communication skills with team members and a range of audiences. 

5. Develop a project plan. ","
	
		
			
			
				Analyze a complex computing problem and to apply principles of computing and other relevant disciplines to identify solutions. 
			 
			 
		 
		
			
			
				Design, implement, and evaluate a computing-based solution to meet a given set of computing requirements in the context of the program's discipline. 
			 
			 
		 
		
			
			
				Communicate effectively in a variety of professional contexts. 
			 
			 
		 
		
			
			
				Recognize professional responsibilities and make informed judgments in computing practice based on legal and ethical principles. 
			 
			 
		 
		
			
			
				Function effectively as a member or leader of a team engaged in activities appropriate to the program's discipline. 
			 
			 
		 
		
			
			
				Apply computer science theory and software development fundamentals to produce computing-based solutions. 
			 
			 
		 
	 
 


	  
 ","
	Introduction 
	Documentation 
	Design Process 
	Goals, Objectives, Specifications and Requirements 
	Design Constraints 
	Standards 
	Intellectual Property 
	Budget 
	Ethics 
	Management Plan 
	Documentation 
 

  ",,,,,,1,"Bachelor of Science, Computer Science (Program Description),Bachelor of Science, Computer Science (Plan of Study)"
2021-2022 Undergraduate Academic Catalog and Student Handbook,Florida Polytechnic University,Electrical and Computer Engineering,Electrical and Computer Engineering,Engineering: Electrical,EEL,4660C,Autonomous Robotic Systems,ELECTRICAL ENGINEERING  -  029,,3,1.5,1.5,No,0, COP 2271C - Introduction to Computation and Programming and COP 3337C - Object Oriented Programming and ( EEL 3702C - Digital Logic Design or CDA 2108 - Introduction to Computer Systems)  ,,"This course is a project-based intensive semester program, with an integrated introduction to robotics, autonomy, real-time operating systems, and systems engineering. Students specify and design a small-scale yet complex robot capable of real-time interaction with the natural world. Topics covered include embedded systems control, computer vision, localization and planning, mapping algorithms, and sensor integration into real-time operating systems. Students design, assemble, and program a scale-model autonomous, self-driving vehicle. They learn to integrate and program radar sensors, visual sensors, inertial sensors, and GPS mapping, in a series of project challenges: Obstacle detection and wall following, visual servoing, mapping and localization, and motion planning. The final exam is a capstone demonstration of all accomplishments and is a Grand Prix time trial, race, and presentation by the students.  ",No,No,No,No,,,"
	Understand and apply the principles of Systems Engineering 
	Understand basic sensors as they apply to Robotics 
	Understand application of Real Time Operating Systems 
	Understand Embedded Systems and Control 
	Understand and Apply principles of Computer Vision 
	Understand and Apply localization and mapping algorithms 
 

​ ","
	Design and conduct experiments as part of an engineering team to solve problems 
	Communicate effectively 
	Design a complex system 
 

  ","Introduction
Build integrated Systems
Embedded Systems Control
Perception 1: Computer Vision
Perception II: Localization
Perception III: Mapping and SLAM
Planning I: Complete Algorithms
Planning II: Practical Algorithms
Advanced Topic: Machine Learning
Advanced Topic: Advanced Perception
Advanced Topics
Course Challenge
Grand Prix 

  ",,,,,,1,"Bachelor of Science, Computer Science (Program Description),Bachelor of Science, Computer Engineering (Plan of Study),Bachelor of Science, Computer Engineering (Program Description),Bachelor of Science, Computer Science (Plan of Study)"
2021-2022 Undergraduate Academic Catalog and Student Handbook,Florida Polytechnic University,,Florida Polytechnic University,Engineering: Electrical,EEL,4220,Electronic Motor Control,ELECTRICAL ENGINEERING  -  029,,3,3,0,No,0,EEE 4351 - Electronic Devices   ,EEL 4652 - Control Theory ,Analysis and design of ac and dc motor controls with semiconductor converter drives. Controlled rectifier and chopper drives for dc motors; cycloconverter and inverter drives for ac motors. ,No,No,No,No,"M. H. Rashid, Power Electronics - circuits, devices and applications, ","R. Krishnan (2001). Electric Motor Drives - Modeling, Analysis and Control ,  Prentice-Hall, Inc ","The applications of semiconductor devices in the operation and control of electric motors. 

The analysis and design techniques for modern electric drive systems. 

Computer-aided analysis and design of power electronic circuit will be emphasized ","  


	
		
			
			After successfully completing the course with a grade of C (2.0/4.0) or better, the student should be able to do the following: 
			 
			
			Learning Level   
			 
		 
		
			
			Evaluate performance parameters of a Single-Phase Full-Converter Drive 
			 
			
			6 
			 
		 
		
			
			Evaluate performance parameters of a Three-Phase Full-Converter Drive with Field Control, 
			 
			
			6 
			 
		 
		
			
			
Evaluate the Speed and Torque Response of a Converter-Fed Drive 
			 
			
			6 
			 
		 
		
			
			Design for optimized Gains and Time Constants of the Current and Speed Loop Controllers 
			 
			
			5 
			 
		 
		
			
			Evaluate the Performance Parameters of a Three-Phase Induction Motor 
			 
			
			5 
			 
		 
		
			
			Evaluate the Performance Parameters of a Three-Phase Induction Motor with Voltage and Frequency Control 
			 
			
			6 
			 
		 
		
			
			Evaluate the performance Parameters of a Three-Phase Induction Motor with Current Control 
			 
			
			6 
			 
		 
		
			
			
Evaluate the performance parameters of an induction motor with an indirect vector controller 
			 
			
			6 
			 
		 
		
			
			
Design an optimum-based speed controller for PMSM Drive System 
			 
			
			5 
			 
		 
		
			
			Apply Mathcad/Mathlab software tools to verify and  evaluate the performance of electrical motor drives and design verifications.   

			

  
			 
			
			6 
			 
		 
	 
 ","Introduction to Drive Systems 

Mechanical Requirements 

Magnetic Circuits         

Electromechanical Energy Conversion 

DC Machines and Characteristics 

Power Converters and DC Drives 

Control of DC Drives    

AC Machines and Characteristics 

Power Converters and AC Drives 

Control of AC Drives    

Synchronous Motor Drives ",Live lectures and video presentations ,,"R. Krishnan (2001). Electric Motor Drives - Modeling, Analysis and Control ,  Prentice-Hall, Inc ",,,0,"Bachelor of Science, Computer Engineering (Plan of Study),Bachelor of Science, Computer Engineering (Program Description)"
2021-2022 Undergraduate Academic Catalog and Student Handbook,Florida Polytechnic University,Data Science and Business Analytics,Data Science and Business Analytics,Industrial Systems Engineering,ESI,5315,Optimization and Simulation,INDUSTRIAL ENGINEERING  -  173,14.3501,3,3,0,No,0,None ,,"This course familiarizes the student with frequently used models in Operations Research. Such models include decision analysis; optimization techniques, and Discrete-Event Simulation. Course is supplemented with real world examples and cases. ",No,No,No,No,"1. Cliff T. Ragsdale , Spreadsheet Modeling & Decision Analysis: A Practical Introduction to Business Analytics, 8th edition, 2018, ISBN 9781305947412, published 2017 by Cengage Learning US 2. Dimitris Bertsimas and Robert M. Freund. ""Data, Models, and Decisions: The Fundamentals of Management Science."" Dynamic Ideas, 2004 ",,"
	Understand what Optimization and Simulation are and that different models can be applied. Students will be able to apply simple models to define problems more accurately and inform decisions. 
	Learn to apply the concepts and techniques in the real world-through a strong emphasis on model building, computer applications, and examples 
	Present mathematical models and their solution procedures to example problems 
	Use simulation modeling with a commercial grade software, Simul8, in instances in which the mathematical models and computations are not possible or too complex to apply 
	Use computer software to enables students to focus on the problem and spend less time on the details of the algorithms 
	Develop critical thinking and problem solving skills to arrive at the best possible solution regarding different types of managerial and engineering problems. 
 

  ","Ability to apply math models to operations research scenarios 

Demonstrate ability to analyze a scenario, process or product within economic constraints 

Ability to solve engineering and business problems related to operations research scenarios ","  


	
		
			
			Dates  
			 
			
			Topic Schedule  
			 
			
			Out of Class Student Work  
			 
		 
		
			
			Week 1 
			 
			
			In Introduction to Modeling and Decision Analysis. 
			 
			
			  
			 
		 
		
			
			Week 2 
			 
			
			Introduction to Optimization and Linear Programming.
			  
			 
			
			  
			 
		 
		
			
			Week 3,4 
			 
			
			Modeling and Solving LP Problems in a Spreadsheet - Using Analytics Solver Platform 

			  
			 
			
			  
			 
		 
		
			
			Week 5 
			 
			
			Sensitivity Analysis and the Simplex Method 

			Solution using Excel -Solver and other software 
			 
			
			  
			 
		 
		
			
			Week 6,7 
			 
			
			Network Modeling: Transportation Models, Assignment, Transshipment Models, Network Models:  Maximal-Flow, Shortest-Route, and Minimal-Spanning Tree Models 

			  
			 
			
			  
			 
		 
		
			
			Week 7 
			 
			
			Exam 1 

			  
			 
			
			  
			 
		 
		
			
			Week 9 
			 
			
			Integer Programming and applications 
			 
			
			  
			 
		 
		
			
			Week 10 
			 
			
			Goal Programming and Multiple Objective Optimization 
			 
			
			  
			 
		 
		
			
			Week 11 
			 
			
			Nonlinear Programming and & Evolutionary Optimization 
			 
			
			  
			 
		 
		
			
			Week 12  
			 
			
			Exam 2 

			  
			 
			
			  
			 
		 
		
			
			Weeks  13-15 
			 
			
			Simulation Modeling - Using Simul8 

			  
			 
			
			  
			 
		 
		
			
			Week 16 
			 
			
			Simulation Modeling - Using Simul8 

			  
			 
			
			Simulation Project Due 
			 
		 
	 
 ","Lecture, Cases ",,,,,1,"Master of Science, Computer Science,Track - MS Engineering Management"
2021-2022 Undergraduate Academic Catalog and Student Handbook,Florida Polytechnic University,Electrical and Computer Engineering,Electrical and Computer Engineering,Engineering: Electrical,EEL,4283,Renewable Energy Systems,ELECTRICAL ENGINEERING  -  029,,3,3,0,No,0,EEL 3287 Renewable Energy and Sustainability  ,,"This course covers the elements of renewable systems from the sources to the smart grid. Topics include generators, transformers, and converters. Different types of sources and systems such as solar, wind and hydropower are presented. MATLAB Simulink will be used extensively to simulate and evaluate the performance and control characteristics of renewable energy systems. ",No,No,No,No,"
	Frede Blaabjerg,Renewable Energy Devices and Systems with Simulations in MATLAB® and ANSYS®  CRC Press, 2017.  Print ISBN: 9781498765824.  eText ISBN: 9781315350349 
 ",,"
	The main objective of this course is to study the different types of renewable energy systems from the sources to the smart-grid. 
	Emphasis on the design and analysis of renewable energy systems including the evaluations of system performances. 
 ","
	
		
			
			After successfully completing the course with a grade of C (2.0/4.0) or better, the student should be able to do the following: 
			 
			
			Learning Level   
			 
			
			ABET Criteria  
			 
		 
		
			
			
				Calculate the performance of single-phase and three-grid-connected transformers 
			 
			 
			
			4 
			 
			
			a 
			 
		 
		
			
			
				Evaluate the performances of Single-Phase and three-phase connected Photovoltaic Systems 
			 
			 
			
			6 
			 
			
			c 
			 
		 
		
			
			
				Apply Maximum Power Point Tracking (MPT) Techniques to control photovoltaic systems 
			 
			 
			
			3 
			 
			
			e 
			 
		 
		
			
			
				Develop and analyze models of  Induction and Synchronous Generators 
			 
			 
			
			4 
			 
			
			e 
			 
		 
		
			
			
				Design and analyze of Wind and Photovoltaic Systems 
			 
			 
			
			4 
			 
			
			c 
			 
		 
		
			
			
				Evaluate energy storages of Batteries and Ultra-capacitors 
			 
			 
			
			6 
			 
			
			e 
			 
		 
	 
 ","
	Single and three-phase Transformers 
	Single-Phase Grid-Connected Photovoltaic Systems 
	Three-Phase Grid-Connected Photovoltaic Systems 
	Maximum Power Point Tracking Techniques 
	Reference Frame Transformation 
	Induction Generator Models 
	Synchronous Generators 
	Wind Energy Conversion Systems 
	Design of Residential Photovoltaic Systems 
	Design Considerations for Wind Turbine Systems 
	Batteries and Ultra-capacitors 
 ",Live lectures and video presentations ,,"Bin Wu, Yongqiang Lang, Navid Zargari and  Samir Kouro, Power Conversion and Control of Wind Energy Systems, Wiley IEEE Press, 2011. ISBN: 978-0-470-59365-3. http://lib.myilibrary.com.flpoly-proxy.flvc.org/Open.aspx?id=328438  

M. Godoy Simões, Felix A. Farret, Modeling and Analysis with Induction Generators, Third Edition, 2014. ISBN 9781482244670 

Muhammad H. Rashid, Electric Renewable Energy Systems.  Elsevier Science, 2015, Print ISBN: 9780128001189 eBook ISBN:  9780128006368 https://ebookcentral.proquest.com/lib/floridapolytechnic-ebooks/detail.action?docID=4179311  ",,,1,"Bachelor of Science, Electrical Engineering (Program Description),Bachelor of Science, Electrical Engineering (Plan of Study)"
